id clazz
45 net.earthcomputer.multiconnect.packets.SPacketMoveVehicle
46 net.earthcomputer.multiconnect.packets.SPacketOpenBook
47 net.earthcomputer.multiconnect.packets.latest.SPacketOpenScreen_Latest
48 net.earthcomputer.multiconnect.packets.SPacketOpenSignEditor
49 net.earthcomputer.multiconnect.packets.latest.SPacketPlaceGhostRecipe_Latest
50 net.earthcomputer.multiconnect.packets.SPacketPlayerAbilities
51 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketCombatEvent_1_16_5
52 net.earthcomputer.multiconnect.packets.SPacketPlayerInfo
53 net.earthcomputer.multiconnect.packets.SPacketPlayerLookAt
54 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketPlayerPosition_1_16_5
55 net.earthcomputer.multiconnect.packets.v1_16_1.SPacketRecipe_1_16_1
56 net.earthcomputer.multiconnect.packets.SPacketRemoveEntities
57 net.earthcomputer.multiconnect.packets.v1_18.SPacketRemoveMobEffect_1_18
58 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketResourcePack_1_16_5
59 net.earthcomputer.multiconnect.packets.v1_15_2.SPacketRespawn_1_15_2
60 net.earthcomputer.multiconnect.packets.SPacketRotateHead
61 net.earthcomputer.multiconnect.packets.SPacketSelectAdvancementsTab
62 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketWorldBorder_1_16_5
63 net.earthcomputer.multiconnect.packets.SPacketSetCamera
64 net.earthcomputer.multiconnect.packets.SPacketSetCarriedItem
65 net.earthcomputer.multiconnect.packets.SPacketSetChunkCacheCenter
66 net.earthcomputer.multiconnect.packets.SPacketSetChunkCacheRadius
67 net.earthcomputer.multiconnect.packets.SPacketSetDisplayObjective
68 net.earthcomputer.multiconnect.packets.SPacketSetEntityData
69 net.earthcomputer.multiconnect.packets.latest.SPacketSetEntityLink_Latest
70 net.earthcomputer.multiconnect.packets.SPacketSetEntityMotion
71 net.earthcomputer.multiconnect.packets.v1_15_2.SPacketSetEquipment_1_15_2
72 net.earthcomputer.multiconnect.packets.SPacketSetExperience
73 net.earthcomputer.multiconnect.packets.SPacketSetHealth
74 net.earthcomputer.multiconnect.packets.latest.SPacketSetObjective_Latest
75 net.earthcomputer.multiconnect.packets.SPacketSetPassengers
76 net.earthcomputer.multiconnect.packets.latest.SPacketSetPlayerTeam_Latest
77 net.earthcomputer.multiconnect.packets.SPacketSetScore
78 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketSetDefaultSpawnPosition_1_16_5
79 net.earthcomputer.multiconnect.packets.SPacketSetTime
80 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketTitle_1_16_5
81 net.earthcomputer.multiconnect.packets.v1_18_2.SPacketSoundEntity_1_18_2
82 net.earthcomputer.multiconnect.packets.v1_18_2.SPacketSound_1_18_2
83 net.earthcomputer.multiconnect.packets.SPacketStopSound
84 net.earthcomputer.multiconnect.packets.SPacketTabList
85 net.earthcomputer.multiconnect.packets.SPacketTagQuery
86 net.earthcomputer.multiconnect.packets.SPacketTakeItemEntity
87 net.earthcomputer.multiconnect.packets.SPacketTeleportEntity
88 net.earthcomputer.multiconnect.packets.SPacketUpdateAdvancements
89 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketUpdateAttributes_1_16_5
90 net.earthcomputer.multiconnect.packets.v1_18.SPacketUpdateMobEffect_1_18
91 net.earthcomputer.multiconnect.packets.latest.SPacketUpdateRecipes_Latest
92 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketUpdateTags_1_16_5
