id clazz
46 net.earthcomputer.multiconnect.packets.latest.SPacketOpenScreen_Latest
47 net.earthcomputer.multiconnect.packets.SPacketOpenSignEditor
48 net.earthcomputer.multiconnect.packets.latest.SPacketPlaceGhostRecipe_Latest
49 net.earthcomputer.multiconnect.packets.SPacketPlayerAbilities
50 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketCombatEvent_1_16_5
51 net.earthcomputer.multiconnect.packets.SPacketPlayerInfo
52 net.earthcomputer.multiconnect.packets.SPacketPlayerLookAt
53 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketPlayerPosition_1_16_5
54 net.earthcomputer.multiconnect.packets.v1_16_1.SPacketRecipe_1_16_1
55 net.earthcomputer.multiconnect.packets.SPacketRemoveEntities
56 net.earthcomputer.multiconnect.packets.v1_18.SPacketRemoveMobEffect_1_18
57 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketResourcePack_1_16_5
58 net.earthcomputer.multiconnect.packets.v1_14_4.SPacketRespawn_1_14_4
59 net.earthcomputer.multiconnect.packets.SPacketRotateHead
60 net.earthcomputer.multiconnect.packets.SPacketSelectAdvancementsTab
61 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketWorldBorder_1_16_5
62 net.earthcomputer.multiconnect.packets.SPacketSetCamera
63 net.earthcomputer.multiconnect.packets.SPacketSetCarriedItem
64 net.earthcomputer.multiconnect.packets.SPacketSetChunkCacheCenter
65 net.earthcomputer.multiconnect.packets.SPacketSetChunkCacheRadius
66 net.earthcomputer.multiconnect.packets.SPacketSetDisplayObjective
67 net.earthcomputer.multiconnect.packets.SPacketSetEntityData
68 net.earthcomputer.multiconnect.packets.latest.SPacketSetEntityLink_Latest
69 net.earthcomputer.multiconnect.packets.SPacketSetEntityMotion
70 net.earthcomputer.multiconnect.packets.v1_15_2.SPacketSetEquipment_1_15_2
71 net.earthcomputer.multiconnect.packets.SPacketSetExperience
72 net.earthcomputer.multiconnect.packets.SPacketSetHealth
73 net.earthcomputer.multiconnect.packets.latest.SPacketSetObjective_Latest
74 net.earthcomputer.multiconnect.packets.SPacketSetPassengers
75 net.earthcomputer.multiconnect.packets.latest.SPacketSetPlayerTeam_Latest
76 net.earthcomputer.multiconnect.packets.SPacketSetScore
77 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketSetDefaultSpawnPosition_1_16_5
78 net.earthcomputer.multiconnect.packets.SPacketSetTime
79 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketTitle_1_16_5
80 net.earthcomputer.multiconnect.packets.v1_18_2.SPacketSoundEntity_1_18_2
81 net.earthcomputer.multiconnect.packets.v1_18_2.SPacketSound_1_18_2
82 net.earthcomputer.multiconnect.packets.SPacketStopSound
83 net.earthcomputer.multiconnect.packets.SPacketTabList
84 net.earthcomputer.multiconnect.packets.SPacketTagQuery
85 net.earthcomputer.multiconnect.packets.SPacketTakeItemEntity
86 net.earthcomputer.multiconnect.packets.SPacketTeleportEntity
87 net.earthcomputer.multiconnect.packets.SPacketUpdateAdvancements
88 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketUpdateAttributes_1_16_5
89 net.earthcomputer.multiconnect.packets.v1_18.SPacketUpdateMobEffect_1_18
90 net.earthcomputer.multiconnect.packets.latest.SPacketUpdateRecipes_Latest
91 net.earthcomputer.multiconnect.packets.v1_16_5.SPacketUpdateTags_1_16_5
